event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
445383,5/21/2013 19:40,50,MS,A sustained wind of 58 mph was measured at a home in Garland. Report came in through e-spotter.,"A cold front interacted with an existing dry line on the 21st of the month. A line of thunderstorms developed early in the day to the north of the Red River. The line continued to move south and east, moving into increasingly unstable air across north Texas. Numerous reports of large hail and damaging winds were reported.",32.9345,-96.63
478865,9/19/2013 20:24,33,MG,A wind gust of 38 mph was observed at the Luis Munoz Marin International Airport due to strong thunderstorms over the municipality of Carolina.,Surface low pressure combined with a strong southeasterly wind flow which produced active weather across the north section of Puerto Rico.,18.435,-65.999
452235,7/10/2013 22:30,43,MG,Some small trees were blown down.,"Hot, humid weather prevailed over Arkansas on the 10th. The approach of a cold front triggered the development of several severe storms during the afternoon and evening. The front was making its way though the state on the 11th, triggering a few severe storms in the southern half of the state.",35.03,-91.97
452729,6/29/2013 2:25,48,MG,Trees were blown down in Raymond. Broadcast media recorded wind gusts of 55 mph on TV Road southwest of Jackson.,"On the 27th a weather disturbance approached the region from the north, which caused a strong thunderstorm of affect Bolivar County. On the 28th and 29th, an upper disturbance came across the region in northwest flow around a strong ridge of high pressure causing some severe storms to cross the region. A surface front passed through the region on the 29th, which caused another round of severe storms.",32.26,-90.42
461194,7/14/2013 0:19,50,MG,nan,"Severe Thunderstorm Watch number 413 was in effect during this event.  An eastward moving surface trough from far eastern Montana into western North Dakota, coupled with increasing large scale ascent associated with a mid level short wave impulse over southwest Saskatchewan, was the focus for scattered strong to severe thunderstorms over west and north central North Dakota during the late afternoon and evening hours. The thunderstorms produced large hail and severe thunderstorm wind gusts before dissipating around sunset.",48.9,-101.28
461191,7/13/2013 23:45,50,MG,nan,"Severe Thunderstorm Watch number 413 was in effect during this event.  An eastward moving surface trough from far eastern Montana into western North Dakota, coupled with increasing large scale ascent associated with a mid level short wave impulse over southwest Saskatchewan, was the focus for scattered strong to severe thunderstorms over west and north central North Dakota during the late afternoon and evening hours. The thunderstorms produced large hail and severe thunderstorm wind gusts before dissipating around sunset.",48.73,-102.25
461199,7/14/2013 2:01,50,MG,nan,"Severe Thunderstorm Watch number 413 was in effect during this event.  An eastward moving surface trough from far eastern Montana into western North Dakota, coupled with increasing large scale ascent associated with a mid level short wave impulse over southwest Saskatchewan, was the focus for scattered strong to severe thunderstorms over west and north central North Dakota during the late afternoon and evening hours. The thunderstorms produced large hail and severe thunderstorm wind gusts before dissipating around sunset.",48.88,-99.62
488563,12/22/2013 2:00,50,MG,Straight line winds knocked down trees on County Road 542 in Southern Alcorn County.,A potent upper level disturbance moved out of the East Texas while a surface low pressure system tracked from Arkansas along a stalled front. Moist and unstable air moved into the Mid-South in advance of the stalled front and the developing low pressure system. As a result a line of showers and thunderstorms moved across North Mississippi during the evening hours of December 21st.  Many storms were severe with reports of damaging winds and a few tornadoes.,34.7887,-88.6207
471411,7/24/2013 3:18,50,MG,No damage was reported.,"From late in the afternoon of July 23rd until late that night, extremely powerful severe thunderstorms went on a rampage from Central to South-Central Kansas.  The thunderstorms first developed over Lincoln & Ellsworth counties and quickly evolved into monstrous super cells as they invaded the rest of Central & South-Central Kansas as the evening progressed. Several areas in Central Kansas were bombarded by tennis ball to softball-sized hail. Reno County was hardest hit, where an astonishing 12 reports of tennis ball to softball-sized hail occurred and where winds reached a horrific 80-100 mph along the Reno/Kingman County line.  Initially, the super cells were prolific hail-producers, but as the evening progressed, they evolved into a large squall line that unleashed damaging and, at times, destructive, winds that ranged from 70-100 mph as it tore through South-Central Kansas.",37.15,-95.78
485061,12/22/2013 0:38,50,MG,Trees and power lines were damaged in Owensboro. A barn collapsed near Utica. The peak wind gust at the Owensboro airport was 58 mph. A trained spotter in Utica measured a wind gust to 58 mph.,"A surface low pressure system deepened as it moved northeast across western Tennessee, reaching the Lower Ohio Valley in the evening. A strong, negatively tilted shortwave at 500 mb ejected northeast from the southern Plains, providing strong forcing for ascent. A squall line organized near the Mississippi River and then surged east-northeast in association with the strengthening surface low. Unseasonably warm and moist air advanced across western Kentucky and southwest Indiana ahead of the squall line. Though instability was weak, it was based near the ground. Very strong low-level wind shear supported embedded circulations within the squall line. These resulted in pockets of very damaging winds and an isolated tornado.",37.77,-87.12
452523,5/21/2013 2:32,50,MG,Thunderstorm winds blew down several large tree limbs in Plainview.,"A line of severe storms moved through the region.  There were numerous reports of large hail and damaging winds, as well as a couple of tornadoes and flash flooding.",39.1608,-89.9887
445121,5/29/2013 23:11,50,MG,KDFW measured a wind gust of 58 mph.,"A cluster of Thunderstorms occurred during the afternoon and evening of May 29th. A dry line was moving east from west Texas, but the strong to severe thunderstorms developed ahead of the dry line, producing several reports of gusty thunderstorm winds.",32.8852,-97.0189
442356,3/9/2013 0:55,50,MG,"A thunderstorm developed southwest of the city of Hereford (Deaf Smith County) around 6:30 PM CST and moved northeast across the city. As the thunderstorm moved over the city of Hereford (Deaf Smith County), the thunderstorm collapsed and produced an outflow which moved through the city. This outflow was measured to be 58 mph by the West Texas Mesonet site 2 miles west of Hereford (Deaf Smith County). No injuries or damage was reported in association with this thunderstorm.","Conditions across the southern Texas Panhandle became favorable for the initiation of convection during the evening hours of the 8th. An upper level shortwave trough rotated around the base of an upper level closed low as it moved into southwestern Arizona. This shortwave trough would go on to move across the northwestern Texas Panhandle coupling with the synoptic lift also provided by the exit region of the jet stream. On the small scale, instability values were relatively low end ranging from 500 to 1000 J/Kg with deep layer shear values around 45 kt. Given these values the most likely hazards would be hail larger than a quarter and damaging winds higher than 58 mph. Thunderstorms quickly congealed into a broken linear structure and increased in strength as they moved east of the Interstate 27 and Interstate 40 Corridor (Potter and Randall County). At this point damaging wind in excess of 58 mph became the primary severe weather hazard, which was verified by a 66 mph thunderstorm wind gust in Skellytown (Carson County).  By 9:00 PM CST, the upper level shortwave moved sufficiently northeast to greatly diminish the synoptic forcing for these storms. As a result convective coverage began to diminish and no further reports of significant weather were reported.",34.83,-102.43
