event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
313627,7/20/2011 12:25,47,MS,A NOAA wind profiler at Leeds measured the 2 minute average sustained wind speed.,"The last night of the unusual prolonged heat wave brought another round of severe thunderstorms. Surface dew point temperatures continued in the oppressive 70F to 80F range. With the extreme heat, mid level temperatures also remained quite warm. However, the combination of a subtle upper level disturbance and a modest low level jet helped spawn the thunderstorms.",48.28,-99.4
329767,7/11/2011 10:00,52,MS,"Sustained winds of 60 mph were recorded in Vinton, IA from 500 am until 512 am CDT July 11.","Mostly cloudy skies and above normal temperatures were seen across eastern Iowa, northwest Illinois, and northeast Missouri during the early morning hours on July 11. Showers and thunderstorms moved across east central Iowa into northern Illinois between 4 am CDT and 7 am CDT, with many areas seeing damaging winds in excess of 70 mph. Widespread damage was seen from Vinton, IA to Dubuque, IA, with numerous downed power lines and large trees blown down.  Morning low temperatures ranged from 68 degrees in Cedar Rapids, IA to 81 degrees in Macomb, IL.",42.16,-92.03
324848,6/2/2011 1:30,57,MS,The Northrup Landing Mesonet site reported a wind gust of 66 mph.,"An upper trough was moving onshore while a strong ridge was located over the eastern United States. This setup a moist southerly flow at mid-levels and a dry line was located over the Rio Grande Valley, allowing for severe thunderstorms to develop.",32.9421,-106.1527
331693,5/21/2011 2:20,43,MG,nan,Gusty winds peaked at 49 mph. Thunderstorm was nearby. Two roofs were damaged. A number of small trees were blown down.,64.7399,-156.9285
306459,7/2/2011 0:27,39,MG,Strong gusty winds.,The leading edge of a strong tropical wave moved across the U.S. Virgin Islands generating strong gusty winds and periods of heavy rain.,18.3372,-64.9701
306463,7/2/2011 0:00,41,MG,"Heavy potted plants were overturned and large screens blew out at Coral Harbor. Several kayaks blew of the rack into the parking lot at a water sports business. At Weather Station Zephyr on Ajax Peak, St. John, wind gusted to 47 mph at 4 p.m.",The leading edge of a strong tropical wave moved across the U.S. Virgin Islands generating strong gusty winds and periods of heavy rain.,18.3337,-64.7603
341562,8/16/2011 16:53,41,MG,A strong wind gust downed a tree that fell on a power line in the Estate Glynn area causing some power outages.,A tropical wave that moved across the Caribbean Waters brought near severe weather to Saint Croix. Strong thunderstorms with very gusty winds were observed with wind gusts of 47 mph in Saint Croix during the early afternoon.,17.73,-64.78
306456,7/1/2011 18:46,42,MG,Strong gusty winds.,The leading edge of a strong tropical wave moved across the U.S. Virgin Islands generating strong gusty winds and periods of heavy rain.,17.7009,-64.8015
319483,5/14/2011 18:45,53,MG,Strong gusty winds and pea size hail were reported in the municipality of Fajardo as a very strong thunderstorm moved from through from west to east. A few homes lost their zinc roof. Three persons at the Dos Marinas condo swimming pool were swept by the wind gusts. Two of them suffered minor face and arms bruises. Vehicular traffic across some of the local roads was blocked by snapped branches and fallen trees. Sustained winds of around 30 mph with gusts to 61 mph were measured by the Puerto Rico Electric Power Authority mesonet in Fajardo around mid afternoon.,"A broad trough associated with a persistent surface low north of the area and a wide northeast to southwest swath of moisture south of Puerto Rico moved very slowly east and created a highly unstable environment across the local area. This instability led to the development of very strong thunderstorms. The thunderstorms first affected the municipality of Trujillo Alto then eventually spread north and east towards the northeast sections of Puerto Rico, producing pea to marble size hail, and isolated cases of quarter size hail at Villas de Carraizo, and strong gusty winds between 40 and 60 mph across several municipalities. Many downed trees were reported at and near the Outlets Mall parking in Canovanas, a few vehicles were damaged, as the trees fell on top. Other municipalities of the northeast like Fajardo reported numerous downed trees, pea size hail, and some homes with partial zinc roof damage.",18.364,-65.7089
288339,2/2/2011 1:14,41,MG,Strong winds brought down cable and telephone lines near the intersection of Highway 231 and George Wallace Drive.,A strong winter storm system moving across the Midwest brought a sharp cold front through Central Alabama during the afternoon and evening hours on Feb 1. A few strong storms along the front produced isolated areas of wind damage and ponding of water on roadways.,31.7829,-85.9537
