event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
398885,7/3/2012 1:14,52,MS,Blown down trees measured 2 feet diameter at breast height.,"A slow-moving warm front across central Minnesota on July 2nd moved through northeast Minnesota during that night.  A cluster of severe thunderstorms developed across north-central Minnesota during the early evening of the 2ndand moved east through southern parts of the Iron Range and weakened as it spread into the Duluth area later on that night.  Widespread wind damage occurred with numerous downed trees. Thousands of customers were without power; some for many days.  A 49 year-old man drowned when the boat he was fishing from on Swan Lake capsized in the high wind and waves.  The highest measured gust with the storms was 61 mph at Cass Lake, however, unofficial reports put the wind gusts near 80 mph.  The  hardest hit area was in northern Cass County and Itasca County, along the U. S. Highway 2 corridor.",47.26,-93.62
401697,8/12/2012 3:07,65,MS,nan,"Two supercell thunderstorms and several multicell thunderstorms occurred along an eastward advance surface dryline during the evening hours.  Damaging winds and large hail was reported in Deuel, Garden, Keith and Cherry counties.",42.87,-100.55
394621,6/11/2012 23:48,40,MG,A 46 mph thunderstorm wind gust was measured by the CWOP weather station at Speake School. A few power lines were also downed by thunderstorm winds.,"A long-lived mesoscale-convective-system (MCS) which originated in southwest Missouri rolled southeastward into northwest and north central Alabama during the late afternoon and early evening hours.  The line of storms was strongest across northwest into central Alabama.  The gust front produced damaging wind gusts of 40 to 60 mph.  Several weather observation locations reported wind gusts of over 40 mph, with a couple reporting over 50 mph.",34.5067,-87.2666
384238,7/20/2012 1:17,40,MG,A downburst flipped and damaged a light weight plane at the Bowling Green Airport. Several trees were reported down in the vicinity. The ASOS instrument at the airport measured a gust of 46 mph.,"During the early morning hours on July 19th, a convective system moved southeast across southern Ohio and eastern Kentucky. This left behind an outflow boundary that extended from near Madison, Indiana southeast through the Kentucky Bluegrass. A couple of strong storms developed by mid afternoon along this boundary and brought isolated wind damage to the Bluegrass Region. Later that afternoon, scattered severe storms developed under highly unstable conditions across southern Indiana, aided by the approach of a southward moving upper level disturbance. As these storms crossed the Ohio River, they grew upscale into several bowing segments. By evening, two of these segments merged south of Louisville into a squall line that brought widespread damaging winds to much of central Kentucky. Most locations experienced a strong gust front with at least 45 mph winds. Several Kentucky mesonet sites measured winds in excess of 58 mph.",36.96,-86.43
416455,10/18/2012 4:23,42,MG,Roof shingles were reportedly blown off a home on Garrison Road near Hohenwald where a wind gust of 48 mph was measured.,A line of strong to marginally severe thunderstorms pushed across Middle Tennessee during the late evening hours of October 17 into the early morning hours of October 18. Two reports of minor wind damage were received.,35.5394,-87.6072
384332,5/7/2012 16:45,43,MG,Measured by the Humphreys County Sheriffs Office. A tree was blown down along Lake City Road near the Yazoo County line.,"An upper low over northern Alabama helped ignite showers and thunderstorms each afternoon May 6th through the 8th. Large hail, damaging winds, and flash flooding all occurred as a result of this activity. Hail was the primary severe risk on the 6th, with damaging winds the primary risk on the 7th.",32.9592,-90.5205
392610,6/11/2012 23:40,44,MG,nan,"During the late afternoon and evening hours of June 11, a sprawling linear complex of storms moved southward across the Jackson, MS forecast area.  Widespread tree and power line damage occurred as 60 to 70 mph winds impacted the area.  At the height of the storm, roughly 45,000 Entergy customers were without power.  Locations in Sunflower County, around Ruleville and Indianola, were hit especially hard.  Winds were likely around 80 mph in these areas causing significant roof damage to the North Sunflower Medical Center in Ruleville and a couple buildings in Indianola. Additionally, an 81 mph gust was measured in Isola in northern Humphreys County. Wind was not the only severe weather hazard during this event.  Lightning was extreme with a few homes struck. One home in Brandon, MS was significantly burned after a lightning strike caused a fire.  Heavy rain and flash flooding also occurred with a few locations receiving 3 to 6 inches.  The worst flooding occurred in Cleveland and in Jackson.  This event was not confined to just central Mississippi.  This storm system was very large for this time of year, especially for the part of the country it impacted.  The system originated in central Missouri during the early morning hours of June 11.  The complex expanded and intensified as it move southeast through midday and early afternoon before shifting more southward through late afternoon and evening.  Across the region, over 400 reports of severe weather occurred, with the vast majority of those being damaging winds.",33.4009,-90.6753
392623,6/12/2012 1:10,44,MG,nan,"During the late afternoon and evening hours of June 11, a sprawling linear complex of storms moved southward across the Jackson, MS forecast area.  Widespread tree and power line damage occurred as 60 to 70 mph winds impacted the area.  At the height of the storm, roughly 45,000 Entergy customers were without power.  Locations in Sunflower County, around Ruleville and Indianola, were hit especially hard.  Winds were likely around 80 mph in these areas causing significant roof damage to the North Sunflower Medical Center in Ruleville and a couple buildings in Indianola. Additionally, an 81 mph gust was measured in Isola in northern Humphreys County. Wind was not the only severe weather hazard during this event.  Lightning was extreme with a few homes struck. One home in Brandon, MS was significantly burned after a lightning strike caused a fire.  Heavy rain and flash flooding also occurred with a few locations receiving 3 to 6 inches.  The worst flooding occurred in Cleveland and in Jackson.  This event was not confined to just central Mississippi.  This storm system was very large for this time of year, especially for the part of the country it impacted.  The system originated in central Missouri during the early morning hours of June 11.  The complex expanded and intensified as it move southeast through midday and early afternoon before shifting more southward through late afternoon and evening.  Across the region, over 400 reports of severe weather occurred, with the vast majority of those being damaging winds.",32.5266,-88.5265
401308,7/15/2012 21:51,44,MG,"A Cessna 172 airplane at Waco Regional Airport (KACT) was flipped over due to high winds. The plane was not tied down, and the ASOS at the airport reported a corresponding wind gust of 51 MPH.",Scattered afternoon thunderstorms developed during the day and a couple of these storms produced wind gusts of 50 to 60 MPH as the storms collapsed. An airplane was flipped by strong winds in Waco.,31.62,-97.23
392625,6/12/2012 1:50,45,MG,Measured at the Ross Barnett Reservoir Control Tower.,"During the late afternoon and evening hours of June 11, a sprawling linear complex of storms moved southward across the Jackson, MS forecast area.  Widespread tree and power line damage occurred as 60 to 70 mph winds impacted the area.  At the height of the storm, roughly 45,000 Entergy customers were without power.  Locations in Sunflower County, around Ruleville and Indianola, were hit especially hard.  Winds were likely around 80 mph in these areas causing significant roof damage to the North Sunflower Medical Center in Ruleville and a couple buildings in Indianola. Additionally, an 81 mph gust was measured in Isola in northern Humphreys County. Wind was not the only severe weather hazard during this event.  Lightning was extreme with a few homes struck. One home in Brandon, MS was significantly burned after a lightning strike caused a fire.  Heavy rain and flash flooding also occurred with a few locations receiving 3 to 6 inches.  The worst flooding occurred in Cleveland and in Jackson.  This event was not confined to just central Mississippi.  This storm system was very large for this time of year, especially for the part of the country it impacted.  The system originated in central Missouri during the early morning hours of June 11.  The complex expanded and intensified as it move southeast through midday and early afternoon before shifting more southward through late afternoon and evening.  Across the region, over 400 reports of severe weather occurred, with the vast majority of those being damaging winds.",32.3964,-90.0618
