event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
536670,7/8/2014 22:59,55,MS,nan,A cold front moved through the Mid-Atlantic from west to east. Hot and humid conditions were ahead of the frontal boundary and led to an unstable environment. Severe thunderstorms were capable of damaging winds.,39.7194,-76.8028
528553,6/14/2014 0:00,51,MS,A mesonet station reported a peak gust of 59 mph 3 miles southwest of Radium Springs.,A back door cold front was located near the Rio Grande Valley with an upper level trough approaching from the west. Moisture had entered the region from the east on the back side of the front and ample instability provided fuel for thunderstorms to develop across the region. A peak wind gust of 69 mph was reported at the NWS Office in Santa Teresa.,32.4604,-106.9562
501453,4/8/2014 20:11,35,MG,Thunderstorm winds blew down trees and power lines. A few of the trees landed on houses.,"A cold front moved through Arkansas on the 8th. Gusty winds associated with the storms blew down trees and power lines, with some of the trees falling on houses. Very cold air aloft brought small hail to many locations.",34.73,-92.28
501451,4/8/2014 18:42,41,MG,Thunderstorm winds blew down trees and power lines.,"A cold front moved through Arkansas on the 8th. Gusty winds associated with the storms blew down trees and power lines, with some of the trees falling on houses. Very cold air aloft brought small hail to many locations.",35.28,-93.13
501458,4/8/2014 19:28,47,MG,Trees and power lines were blown down. A few of the trees landed on houses.,"A cold front moved through Arkansas on the 8th. Gusty winds associated with the storms blew down trees and power lines, with some of the trees falling on houses. Very cold air aloft brought small hail to many locations.",34.5,-93.05
501454,4/8/2014 19:43,47,MG,Thunderstorm winds blew down trees and power lines. A few of the trees fell on houses.,"A cold front moved through Arkansas on the 8th. Gusty winds associated with the storms blew down trees and power lines, with some of the trees falling on houses. Very cold air aloft brought small hail to many locations.",34.12,-93.07
504697,4/27/2014 15:45,48,MG,Eight inch diameter tree limbs down at 10th and fillmore  in topeka. Lightning strike to home on nw lyman road. Evacuations underway at residence.,On the morning of the 27th a round of elevated thunderstorms pushed through the area. Some of the storms produced wind damage but it was rather isolated.,39.05,-95.68
534627,7/23/2014 19:56,50,MG,Straight line winds produced damage around the Jonesboro area. The ASOS at Jonesboro measured a 58 mph wind gust. Numerous trees and power lines were knocked down in Jonesboro.,"A cold front approached the Mid-South during the afternoon and evening hours of July 23rd, 2014. Showers and thunderstorms developed along the front and eventually evolved into a mesoscale convective complex. The complex brought severe storms into Northeast Arkansas which produced damaging winds.",35.83,-90.65
505217,2/21/2014 2:00,50,MG,Straight line winds caused structural damage to building and knocked down trees along Van Buren Road near Fulton. A spotter measured a 58 mph wind gust in rural Eastern Itawamba County north of Tremont.,"A strong cold front pushed through the Mid-South during the afternoon and evening hours of February 20th, 2014. A line of severe thunderstorms organized over Northern Mississippi during the late afternoon and evening hours. A couple of embedded bow echoes produced several reports of damaging winds along with some large hail.",34.2196,-88.4254
515089,4/14/2014 6:25,50,MG,"Straight line winds knocked a large limb into a window of a house in Tunica. In addition, Several trees were knocked down in the area. One tree landed on three vehicles. Three large metal sheds were blown over as well. The Tunica AWOS measured a gust of 50 knots at the time of the storm.","A cold front moved through the Mid-South during the evening of April 13th, 2014 into the early morning hours of April 14th. A line of thunderstorms developed ahead of the front. The thunderstorms became severe producing damaging winds.",34.6924,-90.3847
