event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
181671,6/7/2009 2:25,53,MS,A wind gust of 61 mph was reported at the Sweetwater Regional Airport.,"On June 6, strong winds from dissipating thunderstorms resulted in damage in Taylor County. On June 7, severe thunderstorms produced a few reports of large hail.",32.47,-100.4
185802,8/5/2009 9:13,40,MG,A couple of trees were blown down. One of the trees took down cable television cables.,"A fast-moving line of thunderstorms entered northern Arkansas during the wee hours of the 5th. Initially, mainly hail occurred.  However, as the line swept rapidly southward, wind damage became the main severe weather event, especially from central into eastern Arkansas.",34.867,-92.0872
163939,5/24/2009 11:00,46,MG,"Measured winds of 53 mph were recorded at the Isla Grande Resort on the south side of the Town of South Padre Island as a strong thunderstorm swept through.  Awnings blew down nearby at Isla Blanca park, where winds may have been a bit higher in the exposed area.","A series of upper level disturbances, an unstable atmosphere and an approaching cold front produced showers and thunderstorms across portions of Deep South Texas throughout the day May 24th. During the early morning hours, a small thunderstorm complex intensified over the western portion of the Lower RGV before accelerating through Weslaco, La Feria, Brownsville, and South Padre Island then raced into the Gulf. Wind gusts to 50 mph or higher along with brief but frequent cloud to ground lightning strikes caused damage around daybreak.  After a hot and sunny day, another round of storms crossed the Lower Valley during the mid evening, producing more hail and severe wind gusts.",26.0884,-97.1628
164641,6/14/2009 16:02,47,MG,A meteorologist reported a few trees within a 5 mile radius of this location.  A 54 mph wind gust was measured.,"A cluster of severe thunderstorms intensified near the Memphis, Tennessee metropolitan area just after 7:00 AM CDT on the 14th.  A bow echo developed with this cluster of storms and accelerated east-southeast across northern Mississippi and into northwest Alabama between 10:00 AM and 11:30 AM CDT.  A brief EF-1 tornado occurred northwest of Moulton in Lawrence county.  Numerous trees and some power lines were knocked down with straight-line winds.  One report of brief flash flooding occurred in the town of Barton.",34.1699,-87.0184
147111,2/11/2009 19:01,47,MG,Thunderstorm winds produced a 54 mph wind gust.,"A strong low pressure center lifted northeast from the southern Plains into the Great Lakes. A tight pressure gradient resulted in strong southerly winds ahead of an associated dry line and pressure trough which pushed eastward through the Tennessee Valley. A broken line of showers and isolated thunderstorms developed along the dry line during the late morning hours, and swept rapidly east across the Tennessee Valley during the early afternoon hours. Although a couple of reports of wind damage occurred with the showers and thunderstorms, the more prominent impact was due to damaging non-thunderstorm winds ahead of and immediately behind the dry line passage. Numerous trees were blown down resulting in sporadic power outages. The roof of a high school gymnasium in Huntland TN was partially torn off as a result of the winds.",35.18,-86.07
200669,10/26/2009 19:50,49,MG,"A line of strong to severe thunderstorms marched through central and eastern Cameron County during the mid afternoon of October 26th.  Long duration wind gusts associated with the microburst produced peak winds of 56 mph at the Cameron County Airport, and 57 mph at the Realitos Peninsula Texas Coastal Ocean Observing Network site less than 10 miles to the northeast.  NWS employees from Rancho Viejo (west of this track) and just north of Los Fresnos reported several small limbs down; an 8 to 12 inch diameter limb blown down in Rancho Viejo was rotting.","A vigorous cold front moved through Deep South Texas and the adjacent Gulf of Mexico coastal waters toward the end of October, producing a line of strong to severe thunderstorms which began in western Kenedy County then migrated south southeast through Willacy and Cameron County, as well as the adjacent coastal waters.  Wind gusts between 55 and 65 mph were common as the storms intensified; interestingly, persistent winds within the microburst core maintained these gusts for 15 minutes or more in some areas, with up to an hour of sustained winds above Gale Force. Post-frontal winds behind the line continued at 25 to 35 mph for several hours.",26.092,-97.4738
187597,7/31/2009 23:50,50,MG,The automated observing system at the Broken Bow airport reported a thunderstorm wind gust of 58 mph.,A cold front sweeping southeast across the area help produce thunderstorms during the late afternoon and early evening hours.  Large hail and gusty winds were associated with the storms.,41.4626,-99.6785
170916,5/16/2009 0:45,50,MG,Thunderstorm winds blew over a semi on Interstate 55 near Worden.,"A large complex of thunderstorms developed along a frontal boundary as it moved south across the region.  Numerous reports of large hail, damaging winds and flash flooding were received.  Also, two brief tornadoes were reported.",38.9,-90.05
181464,6/8/2009 0:00,50,MG,nan,"Considerable mid level moisture across portions of southwest Texas and lift associated with a shortwave trough resulted in thunderstorm development this day.  Although coverage remained isolated to widely scattered, multiple severe reports were received due to the instability across the region.",32.71,-100.92
186966,7/12/2009 4:41,50,MG,nan,"Isolated supercellular thunderstorms developed during the early evening hours of  July 11th, along a weak surface boundary stretched across western North Dakota. Thunderstorm development was aided by sufficient deep layer shear and by large scale ascent ahead of an approaching upper level jet streak. Several severe thunderstorm and tornado warnings were issued. Several reports of large hail and severe thunderstorm wind gusts were received through the evening hours of the 11th and into the early morning hours of the 12th. One report of a tornado was also received.",47.61,-101.39
156871,2/9/2009 1:06,50,MG,nan,"A negatively tilted upper level trough approached the region from the west resulting in large scale ascent over the Southwest Texas. This, combined with surface convergence along a dryline and breaks in the low level cloud cover, allowed for destabilization of the atmosphere. Both mid and low level lapse rates were also favorable for strong ascent. As a Pacific cold front approached the region, convection began to organize resulting in severe storms with damaging winds and large hail.",30.92,-102.92
161055,3/28/2009 6:38,50,MG,nan,Thunderstorms moved across the Florida panhandle producing flooding along with wind damage and large hail.,30.7024,-87.03
167889,4/2/2009 19:58,50,MG,nan,Thunderstorms developed ahead of a cold front and produced damaging wind gusts and large hail across the western Florida panhandle.,30.48,-86.5
150563,2/9/2009 3:10,50,MG,nan,Severe thunderstorms moved northeast across the southwest and south central Texas Panhandle during the evening hours producing damaging thunderstorm winds. No injuries were reported.,35.3013,-101.82
182548,6/17/2009 21:16,50,MG,nan,Severe thunderstorms producing damaging winds and large hail developed during the afternoon hours over the southwest Texas Panhandle. These severe storms then moved northeast into the northeast Texas Panhandle during the evening hours. No injuries were reported.,35.22,-101.72
182634,6/18/2009 2:15,50,MG,nan,Severe thunderstorms producing damaging winds and large hail developed during the afternoon hours over the southwest Texas Panhandle. These severe storms then moved northeast into the northeast Texas Panhandle during the evening hours. No injuries were reported.,35.18,-102.07
182636,6/18/2009 2:37,50,MG,nan,Severe thunderstorms producing damaging winds and large hail developed during the afternoon hours over the southwest Texas Panhandle. These severe storms then moved northeast into the northeast Texas Panhandle during the evening hours. No injuries were reported.,35.2145,-101.82
185686,7/28/2009 6:00,50,MG,nan,A severe thunderstorm which developed over the eastern Oklahoma Panhandle produced high winds during the early morning hours. No damage or injuries were reported.,36.8066,-100.5269
190883,8/9/2009 21:48,50,MG,Thunderstorm wind gusts of fifty knots was measured by AWOS three miles east northeast of Perryton.,Severe thunderstorms moved across the Texas Panhandle during the afternoon and evening. These storms produced large hail and strong winds but no damage or injuries were reported.,36.41,-100.75
145132,2/9/2009 2:25,50,MG,The Texas Tech University West Texas Mesonet site southwest of Anton recorded a severe thunderstorm wind gust of 58 mph at 20:35 CST. No damage was reported.,Severe thunderstorms erupted near a dryline over eastern New Mexico during the afternoon hours of the 8th. These storms quickly evolved into a squall line and raced eastward across the west Texas South Plains. Occasional severe wind gusts up to 70 mph accompanied the line of storms as it impacted the western portions of the South Plains. No significant damage was reported.,33.7398,-102.21
154804,2/9/2009 14:07,50,MG,nan,Low topped convection developed during the early morning hours of February 9th in the warm sector ahead of an advancing cold front as an upper trough moved through the region. Several reports of wind damage were reported across mainly southeastern portions of the county warning area.,39.15,-96.67
