event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
25715,5/16/2007 4:17,56,MS,Sixty four mph winds were recorded near Eastland Mall.,Severe thunderstorms developed during the evening ahead of a cold front.,39.9411,-82.88
50062,7/9/2007 19:43,50,MG,"Powerful thunderstorm winds toppled many trees.  The hardest-hit area in the city of Kenosha was centered around 30th Ave. and 75th St. where a church steeple was knocked over by the winds.  At least 4 vehicles were damaged by tree debris.  Additionally, minor urban-type flooding (water up to the curb) occurred for about 30 minutes on some roads in the city of Kenosha.  The gust was measured at the Kenosha Airport ASOS site, although a higher gust was possible where the church steeple was toppled.  About a dozen power-lines came down on the south side of the city of Kenosha due to tree debris, leaving about 3600 customers without power.","A weak cold front moved southeast through southern Wisconsin and several thunderstorms along the front became severe.  Large hail up to 1 inch in diameter and powerful wind gusts to around 52 knots (60 mph) were produced.  Dewpoints in the upper 60s to lower 70s resulted in CAPE values of 1500-2000, which was sufficient for severe storm development.",42.6,-87.92
56432,9/24/2007 1:00,50,MG,nan,"In the mid afternoon of Sunday, September 23rd, Severe Thunderstorm Watch 685 was issued in anticipation of severe thunderstorms developing ahead of a surface cold front over western South Dakota, and ahead of an ejecting upper level trough over the Rockies. Several severe thunderstorm warnings were issued. Large hail and severe thunderstorm wind gust reports were received during the early and mid evening hours over McIntosh and Logan Counties. McIntosh County was hit hard by this event with a 27 mile long stretch of damage from southwest to northeast across the county.",46.4107,-99.35
26065,5/14/2007 9:08,50,MG,nan,"On Sunday evening of May 13th, a cluster of thunderstorms developed over the Big Horn Mountains of southeast Montana. The storms then developed into a bow echo complex of thunderstorms later that evening. This bow echo moved across southwest North Dakota late in the evening of May 13th, and across south central North Dakota in the early morning hours of Monday May 14th. Numerous reports of severe thunderstorm wind gusts and damage were received from this line of thunderstorms. Severe Thunderstorm Watch 269 was issued for much of west and central North Dakota during the late evening of May 13th. Severe Thunderstorm Watch 270 was issued to include additional counties in central North Dakota during the early morning hours of May 14. Also, in the wake of the convection, high wind warnings were issued for southwest North Dakota as wind speeds over high wind criteria continued for nearly 3 hours after the storms had ended.",46.93,-98.68
39064,6/26/2007 6:43,50,MG,Measured thunderstorm gust on ASOS Automated Surface Observing System.,"In the late evening of the 25th and early morning hours of the 26th, scattered severe thunderstorms moved across parts of central North Dakota. A dozen severe thunderstorm warnings were issued during this time. Several reports of large hail and severe thunderstorm wind gusts were received.",48.23,-101.28
44782,6/20/2007 4:15,50,MG,Measured by the West Texas Mesonet station two miles east of Pampa. These winds were well ahead of the thunderstorm complex.,Severe thunderstorms across the southern and eastern Texas Panhandle produced damaging winds and large hail. Heavy rainfall in the northeast Texas Panhandle resulted in flash flooding. No injuries were reported.,35.55,-100.93
42899,6/27/2007 10:13,50,MG,nan,A thunderstorm outflow boundary from storms in the Dallas area moved southward into South Central Texas as a second outflow boundary from thunderstorms in the Abilene area moved southeastward.  The two boundaries collided near Marble Falls shortly after midnight on June 26 and produced sustained periods of very heavy rainfall across several counties.,29.37,-100.78
44805,6/20/2007 4:38,50,MG,nan,Severe thunderstorms across the southern and eastern Texas Panhandle produced damaging winds and large hail. Heavy rainfall in the northeast Texas Panhandle resulted in flash flooding. No injuries were reported.,35.17,-100.86
44808,6/20/2007 4:38,50,MG,Measured at the West Texas Mesonet three miles southwest of Lake McClellan.,Severe thunderstorms across the southern and eastern Texas Panhandle produced damaging winds and large hail. Heavy rainfall in the northeast Texas Panhandle resulted in flash flooding. No injuries were reported.,35.19,-100.91
17917,3/11/2007 6:00,50,MG, A severe thunderstorm wind gust was recorded by the Texas Tech University West Texas Mesonet site near Childress. No damage was reported.,"A complex of high-based severe thunderstorms, some with supercell characteristics, propagated southeastward over the southern Texas Panhandle during the evening hours of the 10th. Between 20:15 and 20:20 CST, an intense downburst impacted Estelline in southeastern Hall County.  Damage was extensive, and four persons were injured when their mobile home was destroyed. A National Weather Service damage survey found evidence of a brief non-mesocyclonic tornado that developed as low level spin associated with the downburst gust front was stretched by strong updrafts.  Damages in Estelline were estimated to approach $275,000 and none of the injuries were life-threatening. A severe storm additionally resulted in severe wind gusts near Childress around midnight CST.",34.4467,-100.1866
