event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
703809,5/2/2017 0:18,88,MS,"A thunderstorm moved across the region and became severe. This thunderstorm produced severe winds and knocked over trees. The National Weather Service in Binghamton, New York conducted a storm survey and found microburst winds ranging between 90 to 100 mph. At least 100 healthy trees were snapped or uprooted around the city of Norwich reservoir along route 23.","A warm front lifted north across the region Monday morning which created an unstable air mass across the state of New York and Pennsylvania. By late Monday afternoon, a cold front moved into western New York and Pennsylvania which produced a line of thunderstorms. As the thunderstorms moved east, coverage became widespread and a major severe weather outbreak ensued for central New York and northeast Pennsylvania. Some of the thunderstorms produced winds between 70 and 100 mph. Numerous trees were knocked down and there were widespread power outages some of which lasted for several days.",42.55,-75.49
708039,6/14/2017 22:54,40,MG,Winds from a strong thunderstorm caused a power outage in far southeast Menominee County.  The wind gust at the nearby marine observation platform measured at 46 mph.,A strong wind gust from a passing thunderstorm caused a power outage in Menominee on the 14th.,45.1,-87.6
687958,3/21/2017 22:15,48,MG,"A trained spotter measured a 55 mph wind gust and reported trees were blown down in Centertown, including a two foot diameter tree that was uprooted.","A line of severe thunderstorms called a Mesoscale Convective System (MCS) moved across Middle Tennessee on Tuesday, March 21, 2017, impacting areas mainly south of Interstate 40. This MCS moved into Middle Tennessee around 230 PM CDT, and additional scattered thunderstorms also developed out ahead of the MCS. Numerous reports of large hail and damaging winds were received with these storms before all of the storms exited the area by early evening.  Due to high amounts of instability in the atmosphere and unusually steep lapse rates aloft, very large hail was reported in several areas. Some of the largest hail was reported in Lewisburg, where hail up to 2 inches in diameter covered the ground and caused significant damage to roofs and vehicles. Golf ball size hail was also reported in Waynesboro (Wayne County), with ping pong ball size hail in Hampshire (Maury County) and Summertown (Lawrence County).  Some of the worst wind damage occurred along a segment of the MCS called a bow echo, which is commonly associated with damaging winds. This bow echo moved from Williamson and Rutherford Counties across Cannon, Coffee, Warren, Van Buren, and Grundy Counties during the late afternoon hours. Based on damage reports, photos, and radar data, winds are estimated to have reached over 90 mph in parts of these counties. Damage included a roof blown off a school in Christiana (Rutherford County); numerous trees and power poles snapped, a tractor trailer blown over onto a car, and structural damage to a few homes in Murfreesboro (Rutherford County); structural damage to homes and barns being destroyed near the Iconium community (Cannon County); numerous trees falling on campers and RVs in Fall Creek Falls State Park (Van Buren County); and numerous trees, power lines, and power poles knocked down in Manchester (Coffee County).",35.72,-85.92
723190,9/2/2017 3:15,48,MG,nan,"An upper level ridge built over the Rockies. Near the surface, a ridge of high pressure extending from the great lakes into Colorado moved slightly northward and this shifted the winds from the northeast to the southeast by the afternoon. A few thunderstorms developed bringing just a few severe reports.",37.2,-101.37
679688,3/7/2017 0:28,49,MG,Two 1 foot diameter pine trees were blown down near Oronoco. A shed was also blown across a road and took out some power lines.,"A line of thunderstorms developed along a cold front and moved across southeast Minnesota during the evening hours of March 6th. These storms produced damaging winds and hail. Northwest of Rochester (Olmsted County) large trees were blown down, roofs on pole buildings and a house were partially damaged. An estimated 60 mph gust occurred in Kasson (Dodge County) and north of Mantorville (Dodge County) was heavily damaged. All of the hail that was reported was less than an inch in diameter.",44.18,-92.57
705711,6/12/2017 18:48,50,MG,nan,"Thunderstorms developed during the afternoon of Monday, June 12th in far southern Minnesota. These storms moved northeast and produced short-lived bow echoes in Blue Earth County, then east-northeast into Waseca, Steele, Rice and Goodhue Counties. Measured wind gusts of 58 to 62 mph occurred from the town of Morristown to the southwest part of Faribault. There were several trees blown down from Morristown, northeast to the city of Faribault. In addition, there were sporadic power outages and large amounts of blown down power lines and tree limbs.",44.33,-93.32
680902,3/1/2017 6:45,50,MG,The Oklahoma Mesonet station near Wilburton measured 58 mph thunderstorm wind gusts.,Strong to severe thunderstorms developed over northeastern Oklahoma during the late evening hours of February 28th along and ahead of a cold front that moved into the area. The thunderstorms organized into lines as they moved across eastern Oklahoma during the early morning hours of March 1st. The strongest storms produced hail up to golfball size and damaging wind gusts.,34.9009,-95.3481
680633,3/1/2017 9:55,50,MG,nan,A strong cold front generated severe storms with damaging winds across the region during the early morning hours of March 1st.,36.4,-90.65
693371,6/10/2017 9:50,50,MG,nan,"A two round severe event developed on the afternoon of June 9 and continued into the early morning hours of June 10. The first round started in the late afternoon of June 9 as a warm front lifted through central into eastern North Dakota and a dry line/cold front dropped towards south central North Dakota. Scattered supercell thunderstorms developed from north central North Dakota into the James River Valley. These storms moved out of the area and were followed by the second round late at night, Storms  moved into southwest North Dakota from Montana and strengthened in a high shear and moderate instability environment. The strongest wind gusts estimated at 90 mph occurred near Rugby in Pierce County, while the largest hail was baseball sized, and occurred in multiple locations along and near Interstate 94 in Stark County.",47.49,-99.68
695625,6/12/2017 18:30,50,MG,A storm chaser measured a wind gust of 58 mph in the city of Morristown. There was also several trees blown down in the city.,"Thunderstorms developed during the afternoon of Monday, June 12th in far southern Minnesota. These storms moved northeast and produced short-lived bow echoes in Blue Earth County, then east-northeast into Waseca, Steele, Rice and Goodhue Counties. Measured wind gusts of 58 to 62 mph occurred from the town of Morristown to the southwest part of Faribault. There were several trees blown down from Morristown, northeast to the city of Faribault. In addition, there were sporadic power outages and large amounts of blown down power lines and tree limbs.",44.2186,-93.4543
