event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
91963,6/1/2008 14:05,63,MS,nan,"Showers and thunderstorms developed over parts of Kansas during the overnight hours, before moving southeast into north central Oklahoma. The thunderstorms developed into a MCS, with strong winds and hail. The thunderstorms moved southeast through the morning, before moving into eastern Oklahoma by the afternoon. Some damage was reported with the thunderstorm winds. Monetary damages were estimated.",36.3664,-97.1318
74231,1/8/2008 6:17,66,MS,A trained spotter had digital anemometer mounted four to five feet above the roof of his house.  Large tree limbs were downed on his property.,Low-topped convection in a highly sheared environment brought a narrow path of straight line wind damage from South Central Coffey County beginning around 11:45 pm on January 7th and extending Northeast through West Central and Central Anderson County through approximately 12:40 am on January 8th.  Damage was done to trees and power poles and a couple of outbuildings.,38.27,-95.49
123600,8/14/2008 0:50,37,MG,A local newspaper article showed pictures of a large tree that was blown down by thunderstorm winds and caused minor damage to a home in Tahoka. A nearby Texas Tech University West Texas Mesonet site recorded a peak gust of 43 mph just before 19:00 CST.,"Scattered thunderstorms developed over the extreme southwestern Texas Panhandle and the northwestern South Plains of west Texas during the afternoon and evening hours of the 13th. Several storms became severe and produced large hail up to the size of quarters and wind gusts measured up to 73 mph. At least one irrigation pivot was destroyed by the strongest winds near Amherst (Lamb County). In addition, a tree was blown onto a home in Tahoka (Lynn County) and caused minor damage to the structure.",33.18,-101.78
112518,6/29/2008 19:05,41,MG,A non-severe thunderstorm produced a microburst as it was dissipating at the Huntsville International Airport during an air show. Several tents were damaged and destroyed by the thunderstorm winds. A large and expensive army tent and equipment was extensively damaged.,A non-severe thunderstorm produced scattered wind damage at the Huntsville International airport.,34.6355,-86.7735
100082,7/4/2008 1:32,43,MG,nan,A thunderstorm produced winds that blew down a portion of a fence in Brownfield shortly after 19:30 CST. A nearby Texas Tech University West Texas Mesonet station recorded a peak gust of 50 mph. No other reports of damage were received.,33.18,-102.28
97899,6/26/2008 0:30,44,MG,Thunderstorm winds downed a few trees.,Several clusters of pulse severe thunderstorms affected north Alabama during the evening hours.  The two strongest storms produced downbursts in Hazel Green in Madison County and in central Colbert County south of Tuscumbia and Muscle Shoals.,34.6335,-87.7916
86459,5/7/2008 19:15,50,MG,"The Texas Tech West Texas Mesonet site southwest of Guthrie recorded a severe thunderstorm wind gust of 58 mph at 13:15 CST. The storm continued to produce severe winds as it moved eastward, passing south of Guthrie, and then along U.S. Highway 82 east of the city. A resident at a ranch ten miles east of Guthrie estimated gusts up to 60 mph as the storm passed that location at 13:33. In addition, pea size hail reportedly covered the ground. No damage was reported.","Thunderstorms developed beneath the core of an upper level storm system as it translated eastward over the west Texas South Plains before midday on the 7th.   Some of these storms initiated along a weak pre-existing low-level boundary that was oriented west-northwest to east-southeast over portions of Hockley and Lubbock Counties. With very steep lapse rates and strong low-level instability along this boundary, storm updrafts provided enough stretching along the boundary to result in at least one tornado in eastern Hockley County. The storms then continued eastward producing up to one inch diameter hail over the southern half of Lubbock County.  The same complex of storms then moved eastward through the early afternoon hours. An additional cell strengthened to severe levels in King County and produced severe wind gusts.  West to northwesterly gradient winds increased in the wake of the departing storm system aloft and the convective activity. These winds, possibly enhanced by momentum transfer near weak convective showers, resulted in a period of high winds near Jayton (Kent County).  No damage was reported from any of the severe weather impacts across the west Texas South Plains on the 7th.",33.5646,-100.4905
101024,6/8/2008 2:37,50,MG,"A small complex of thunderstorms produced a swath of severe winds over portions of Hockley County during the evening hours of the 7th. At 20:37 CST the public estimated gusts up to 60 mph at Sundown. This estimate was consistent with measurements from a nearby Texas Tech University West Texas Mesonet site which recorded gusts of 57 mph. By 20:50 CST, gusts of 58 mph were additionally recorded by a Texas Tech University West Texas Mesonet site just south of Levelland. Media reports suggested that utility outages near the community of Pettit were related to the winds, but no specific reports of damage were received.","A small complex of thunderstorms moved eastward from the plains of New Mexico towards the western South Plains during the evening of the 7th. These storms produced a swath of severe winds over Hockley County.   As the severe convection began to weaken, intense gradient winds developed beneath the mid and upper level convective debris clouds. This resulted in a swath of high winds over portions of northeastern Hockley, Lamb and Hale Counties. Gusts up to 58 mph were recorded within the belt of highest winds. The winds destroyed at least one irrigation pivot north of Abernathy (Hale County) around 22:15 CST.",33.45,-102.5
82217,2/13/2008 0:00,50,MG,nan,A line of thunderstorms moved across southwest Alabama and produced high winds that caused roof damage and downed several trees. Large hail and a funnel cloud were also reported.,31.12,-87.07
125783,7/12/2008 23:18,50,MG,nan,A couple of severe thunderstorms produced damage in southwest Alabama.,30.68,-88.23
